"source_code","source_vocabulary","frequency","source_concept_class","source_name","validity","standard_code","standard_name","standard_vocabulary","mapping_resource"
"2963494","CNK",10,NA,"Amisulprid Sandoz 100 mg tabl.",NA,"N05AL05",NA,"ATC(Non-Standard)",NA
"2973725","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2976348","CNK",10,NA,"Exemestane Accord Healthcare 25 mg filmomh. tabl.",NA,"L02BG06",NA,"ATC(Non-Standard)",NA
"2976843","CNK",10,NA,"Acidcare 10 mg harde maagsapresist. caps.",NA,"A02BC01",NA,"ATC(Non-Standard)",NA
"2983732","CNK",10,NA,NA,NA,NA,NA,NA,NA
"2992949","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3000791","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3019890","CNK",10,NA,"Perjeta 420 mg inf. opl. (conc.) i.v. flac.",NA,"L01FD02",NA,"ATC(Non-Standard)",NA
"3026317","CNK",10,NA,"Picato 500 µg/g gel",NA,"D06BX02",NA,"ATC(Non-Standard)",NA
"3026325","CNK",10,NA,"Picato 150 µg/g gel",NA,"D06BX02",NA,"ATC(Non-Standard)",NA
"3027778","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3036035","CNK",10,NA,"CAPECITABINE ACCORD 150 MG 150 mg filmomh. tabl.",NA,"L01BC06",NA,"ATC(Non-Standard)",NA
"3041043","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3042694","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3046208","CNK",10,NA,"Escitalopram Sandoz 15 mg filmomh. tabl.",NA,"N06AB10",NA,"ATC(Non-Standard)",NA
"3046802","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3048766","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3054657","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3060332","CNK",10,NA,"Telmisartan Apotex 80 mg tabl.",NA,"C09CA07",NA,"ATC(Non-Standard)",NA
"3060415","CNK",10,NA,"Carboplatine Fresenius Kabi 10 mg/ml inf. opl. (conc.) i.v. flac.",NA,"L01XA02",NA,"ATC(Non-Standard)",NA
"3075611","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3078060","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3082385","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3082393","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3084688","CNK",10,NA,"Kadcyla 100 mg inf. opl. (pdr., conc.) i.v. flac.",NA,"L01FD03",NA,"ATC(Non-Standard)",NA
"3084993","CNK",10,NA,"Sirturo 100 mg tabl.",NA,"J04AK05",NA,"ATC(Non-Standard)",NA
"3086410","CNK",10,NA,"Epoprostenol Sandoz 1,5 mg inf. opl. (pdr. + oplosm.) i.v. flac.",NA,"B01AC09",NA,"ATC(Non-Standard)",NA
"3098613","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3100427","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3100658","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3102126","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3106689","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3108958","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3109998","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3137254","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3138781","CNK",10,NA,"Escitalopram Teva 15 mg orodisp. tabl.",NA,"N06AB10",NA,"ATC(Non-Standard)",NA
"3140977","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3151008","CNK",10,NA,"Olysio 150 mg harde caps.",NA,"J05AP05",NA,"ATC(Non-Standard)",NA
"3157864","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3178340","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3185642","CNK",10,NA,"Singulair 4 mg (PI Pharma) kauwtabl.",NA,"R03DC03",NA,"ATC(Non-Standard)",NA
"3185691","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3188075","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3188851","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3191103","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3192895","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3194446","CNK",10,NA,"Levetiracetam Hospira 100 mg/ml inf. opl. (conc.) i.v. flac.",NA,"N03AX14",NA,"ATC(Non-Standard)",NA
"3216389","CNK",10,NA,"Levodopa/Carbidopa/Entacapone EG 200 mg - 50 mg - 200 mg filmomh. tabl.",NA,"N04BA03",NA,"ATC(Non-Standard)",NA
"3236049","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3247954","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3248424","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3254463","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3255528","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3283520","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3296670","CNK",10,NA,"Voriconazol Sandoz 200 mg filmomh. tabl.",NA,"J02AC03",NA,"ATC(Non-Standard)",NA
"3324126","CNK",10,NA,NA,NA,NA,NA,NA,NA
"333.99","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"3353018","CNK",10,NA,"Mekinist 0,5 mg filmomh. tabl.",NA,"L01EE01",NA,"ATC(Non-Standard)",NA
"3360120","CNK",10,NA,"Vizarsin 100 mg orodisp. tabl.",NA,"G04BE03",NA,"ATC(Non-Standard)",NA
"3373131","CNK",10,NA,"Lidocaine Accord 10 mg/ml inj. opl. i.v./epidur./s.c./i.m. flac.",NA,"N01BB02",NA,"ATC(Non-Standard)",NA
"3384179","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3397460","CNK",10,NA,"Sifrol  0,18 mg (PI Pharma) tabl.",NA,"N04BC05",NA,"ATC(Non-Standard)",NA
"34303A2B","MEDIDOC",10,NA,"Foliumzuur serum (MBA)",NA,NA,NA,NA,NA
"3434859","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3437290","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3452034","CNK",10,NA,"Azilect 1 mg tabl._Azilect 1 mg (PI Pharma) tabl.",NA,"N04BD02",NA,"ATC(Non-Standard)",NA
"3483161","CNK",10,NA,"Clopidogrel Krka 75 mg filmomh. tabl.",NA,"B01AC04",NA,"ATC(Non-Standard)",NA
"3491214","CNK",10,NA,"Rupatadine Uriach 10 mg tabl.",NA,"R06AX28",NA,"ATC(Non-Standard)",NA
"3493723","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3495546","CNK",10,NA,"Bisoprolol EG 10 mg (Impexeco) tabl.",NA,"C07AB07",NA,"ATC(Non-Standard)",NA
"3518263","CNK",10,NA,"Gammanorm 165 mg/ml inj. opl. i.m./s.c. flac.",NA,"J06BA01",NA,"ATC(Non-Standard)",NA
"3523123","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3531464","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3532298","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3536828","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3537081","CNK",10,NA,"Transisoft 8.5 g or. opl. (pdr.) sachet",NA,"A06AD15",NA,"ATC(Non-Standard)",NA
"3543527","CNK",10,NA,"Gestodelle 20 75 µg - 20 µg (Impexeco) omh. tabl.",NA,"G03AA10",NA,"ATC(Non-Standard)",NA
"3582962","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3585916","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3593522","CNK",10,NA,"Omnitrope 5 mg/1,5 ml inj. opl. s.c. patr.",NA,"H01AC01",NA,"ATC(Non-Standard)",NA
"3603149","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3605953","CNK",10,NA,"Broncho-Vaxom Kinderen 3,5 mg (PI Pharma) harde caps.",NA,"J07AX",NA,"ATC(Non-Standard)",NA
"3626397","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3644028","CNK",10,NA,"Isentress 600 mg filmomh. tabl.",NA,"J05AJ01",NA,"ATC(Non-Standard)",NA
"3652336","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3661634","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3678117","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3690369","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3691318","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3704954","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3718442","CNK",10,NA,"Lipercosyl 40 mg - 5 mg harde caps.",NA,"C10BX15",NA,"ATC(Non-Standard)",NA
"3733094","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3747318","CNK",10,NA,"Hemlibra 150 mg/ml inj. opl. s.c. flac.",NA,"B02BX",NA,"ATC(Non-Standard)",NA
"3750866","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3751393","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3756715","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3759156","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3764784","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3767175","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3767266","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3767936","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3768942","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3773009","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3786001","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3786456","CNK",10,NA,"Neulasta 6 mg inj. opl. s.c. voorgev. spuit",NA,"L03AA13",NA,"ATC(Non-Standard)",NA
"3789658","CNK",10,NA,"Paliperidon Sandoz 6 mg tabl. verl. afgifte",NA,"N05AX13",NA,"ATC(Non-Standard)",NA
"3816527","CNK",10,NA,"Febuxostat Teva 120 mg filmomh. tabl.",NA,"M04AA03",NA,"ATC(Non-Standard)",NA
"3831435","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3834512","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3872207","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3889722","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3894458","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3909504","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3915394","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3932845","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3941689","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3954831","CNK",10,NA,NA,NA,NA,NA,NA,NA
"3976545","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4000014","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4107363","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4121968","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4122578","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4125035","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4133674","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4134367","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4149027","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4155743","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4166104","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4177648","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4182903","CNK",10,NA,"Ghemaxan 10000 IE/1 ml inj. opl. s.c./i.arter./i.v. voorgev. spuit",NA,"B01AB05",NA,"ATC(Non-Standard)",NA
"4183265","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4197687","CNK",10,NA,"Idacio 40 mg inj. opl. s.c. voorgev. pen",NA,"L04AB04",NA,"ATC(Non-Standard)",NA
"4198024","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4200507","CNK",10,NA,"Verzenios 100 mg filmomh. tabl.",NA,"L01EF03",NA,"ATC(Non-Standard)",NA
"4203899","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4205308","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4211769","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4223053","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4234167","CNK",10,NA,"Enoxaparine Becat 10000 IU (100 mg)/1 ml inj. opl. i.v./s.c. voorgev. spuit",NA,"B01AB05",NA,"ATC(Non-Standard)",NA
"4235172","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4235461","CNK",10,NA,"Triumeq 50 mg - 600 mg - 300 mg filmomh. tabl.",NA,"J05AR13",NA,"ATC(Non-Standard)",NA
"4241188","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4246922","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4249124","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4251526","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4272142","CNK",10,NA,"Biktarvy 50 mg - 200 mg - 25 mg filmomh. tabl.",NA,"J05AR20",NA,"ATC(Non-Standard)",NA
"4284006","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4307740","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4313532","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4335436","CNK",10,NA,NA,NA,NA,NA,NA,NA
"435.8","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"4351763","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4352738","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4359352","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4374625","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4377115","CNK",10,NA,"Takhzyro 300 mg inj. opl. s.c. voorgev. spuit",NA,"B06AC05",NA,"ATC(Non-Standard)",NA
"4379970","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4392205","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4393294","CNK",10,NA,"Vibosun-D3 25000 IE zachte caps.",NA,"A11CC05",NA,"ATC(Non-Standard)",NA
"4405346","CNK",10,NA,"Hulio 20 mg inj. opl. s.c. voorgev. spuit",NA,"L04AB04",NA,"ATC(Non-Standard)",NA
"4405957","CNK",10,NA,"Aripiprazole AB 10 mg tabl.",NA,"N05AX12",NA,"ATC(Non-Standard)",NA
"4414678","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4418588","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4420741","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4423877","CNK",10,NA,NA,NA,NA,NA,NA,NA
"44509A3B","MEDIDOC",10,NA,"Anti-thyroid thyroglobuline AL IFA",NA,NA,NA,NA,NA
"44523A.B","MEDIDOC",10,NA,"Immuuncomplexen circulerend (latex)",NA,NA,NA,NA,NA
"44603A.B","MEDIDOC",10,NA,"Delta Ag",NA,"13248-0","Hepatitis D virus Ab (serum) -- Gegenwart","LOINC","retam_table_032022"
"4472007","CNK",10,NA,NA,NA,NA,NA,NA,NA
"44907B.B","MEDIDOC",10,NA,"Progesterone 20-OH",NA,NA,NA,NA,NA
"4498044","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4499760","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4505772","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4509568","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4510335","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4510814","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4567061","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4623781","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4636015","CNK",10,NA,"Pulmicort 0.25 mg/ml (Abacus Medicine) vernevelsusp. verp. éénmalig gebr.",NA,"R03BA02",NA,"ATC(Non-Standard)",NA
"4639696","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4641320","CNK",10,NA,"Leflunomide AB 20 mg filmomh. tabl.",NA,"L04AK01",NA,"ATC(Non-Standard)",NA
"4641544","CNK",10,NA,"Torental 400 mg (Orifarm) tabl. verl. afgifte",NA,"C04AD03",NA,"ATC(Non-Standard)",NA
"4641684","CNK",10,NA,"Quetiapine AB 200 mg filmomh. tabl.",NA,"N05AH04",NA,"ATC(Non-Standard)",NA
"4653077","CNK",10,NA,"Skyrizi 600 mg inf. opl. (conc.) i.v. flac.",NA,"L04AC18",NA,"ATC(Non-Standard)",NA
"4665105","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4672366","CNK",10,NA,"Silodyx 8 mg harde caps.",NA,"G04CA04",NA,"ATC(Non-Standard)",NA
"4675864","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4693883","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4698403","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4731493","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4732673","CNK",10,NA,"Apixaban Sandoz 5 mg filmomh. tabl.",NA,"B01AF02",NA,"ATC(Non-Standard)",NA
"4791455","CNK",10,NA,"Rivaroxaban Viatris 20 mg filmomh. tabl._Rivaroxaban Mylan 20 mg filmomh. tabl.",NA,"B01AF01",NA,"ATC(Non-Standard)",NA
"4801692","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4844445","CNK",10,NA,NA,NA,NA,NA,NA,NA
"4847513","CNK",10,NA,NA,NA,NA,NA,NA,NA
"540.1","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"562.11","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"57183C.B","MEDIDOC",10,NA,"Gemiddelde glycemie",NA,NA,NA,NA,NA
"57204B.B","MEDIDOC",10,NA,"Alfa-aminoadipinezuur",NA,NA,NA,NA,NA
"57204C.B","MEDIDOC",10,NA,"Allo-isoleucine",NA,NA,NA,NA,NA
"57211A.B","MEDIDOC",10,NA,"Porfobilinogeen",NA,NA,NA,NA,NA
"57217Y.B","MEDIDOC",10,NA,"Factor B",NA,NA,NA,NA,NA
"57219F.B","MEDIDOC",10,NA,"Alfa-1-antitrypsine (fenotypering)",NA,NA,NA,NA,NA
"57228D.B","MEDIDOC",10,NA,"Vitamine B3",NA,NA,NA,NA,NA
"57361A.U","MEDIDOC",10,NA,"Propionzuur urine",NA,NA,NA,NA,NA
"57473A.M","MEDIDOC",10,NA,"Bilirubine duodenaalvocht",NA,NA,NA,NA,NA
"57663C.S","MEDIDOC",10,NA,"Alfa-glucosidase sperma",NA,NA,NA,NA,NA
"57926B.B","MEDIDOC",10,NA,"Dibekacine",NA,NA,NA,NA,NA
"58209_.B","MEDIDOC",10,NA,"ANDERE BLOEDGROEPEN",NA,NA,NA,NA,NA
"58262B.B","MEDIDOC",10,NA,"HLA klasse II",NA,NA,NA,NA,NA
"58344C.B","MEDIDOC",10,NA,"Anti-RP11 AL",NA,NA,NA,NA,NA
"58344D.B","MEDIDOC",10,NA,"Anti-RP155 AL",NA,NA,NA,NA,NA
"58521_.B","MEDIDOC",10,NA,"PARASITAIRE SEROLOGIE",NA,NA,NA,NA,NA
"58577A_M","MEDIDOC",10,NA,"KULTUUR MOND",NA,NA,NA,NA,NA
"58601C_P","MEDIDOC",10,NA,"B.K. Kultuur Punktaat NNO 56DG",NA,NA,NA,NA,NA
"58692F.S","MEDIDOC",10,NA,"Sperma agglutinatie (microscopie)",NA,NA,NA,NA,NA
"58697C2S","MEDIDOC",10,NA,"Spermatozoa macrocefaal",NA,NA,NA,NA,NA
"62001K.X","MEDIDOC",10,NA,"CYTOLOGIE KEEL UITSTRIJKJE",NA,NA,NA,NA,NA
"63001M.B","MEDIDOC",10,NA,"Anti-HBs AL (dosage)",NA,NA,NA,NA,NA
"63013Q.U","MEDIDOC",10,NA,"Delta-aminolevulinezuur 24u urine",NA,NA,NA,NA,NA
"63030S.B","MEDIDOC",10,NA,"Adenovirus IgA",NA,NA,NA,NA,NA
"63036W.B","MEDIDOC",10,NA,"Maïs Tg20 IgE",NA,NA,NA,NA,NA
"63048E.B","MEDIDOC",10,NA,"Nor-clomipramine",NA,NA,NA,NA,NA
"63064P.A","MEDIDOC",10,NA,"Philadelphia chromosoom",NA,NA,NA,NA,NA
"63081U.B","MEDIDOC",10,NA,"Kalkoenvlees f284",NA,"6271-1","Turkey meat IgE (serum) - [kU/L]","LOINC","retam_table_032022"
"63082E.B","MEDIDOC",10,NA,"Zoete aardappel f54",NA,NA,NA,NA,NA
"63088L.B","MEDIDOC",10,NA,"Glucose dagcurve punt 7",NA,NA,NA,NA,NA
"63090M.B","MEDIDOC",10,NA,"Groeihormoon curve 060'",NA,NA,NA,NA,NA
"63090P.B","MEDIDOC",10,NA,"Groeihormoon curve 120'",NA,NA,NA,NA,NA
"63102L.B","MEDIDOC",10,NA,"Islet cell cyt. AL (titer)",NA,NA,NA,NA,NA
"63124H.A","MEDIDOC",10,NA,"Burkholderia cepacia",NA,NA,NA,NA,NA
"63125E.A","MEDIDOC",10,NA,"Enterococcus gallinarum",NA,NA,NA,NA,NA
"63130W.B","MEDIDOC",10,NA,"Chlamydia anti-LPS IgA",NA,NA,NA,NA,NA
"63134G.A","MEDIDOC",10,NA,"Citrobacter youngae",NA,NA,NA,NA,NA
"63135P.B","MEDIDOC",10,NA,"Besluit coeliackie",NA,NA,NA,NA,NA
"63151G.U","MEDIDOC",10,NA,"Coproporfyrines III urine (%)",NA,NA,NA,NA,NA
"63204A.B","MEDIDOC",10,NA,"Bloedgroep A1",NA,NA,NA,NA,NA
"63215I.B","MEDIDOC",10,NA,"Cytoplasma As: lysosomaal patroon",NA,NA,NA,NA,NA
"63227A.B","MEDIDOC",10,NA,"Procollagen-1 N-terminal Peptide (bloed)",NA,NA,NA,NA,NA
"63268N.B","MEDIDOC",10,NA,"IgE wei",NA,NA,NA,NA,NA
"63324B.P","MEDIDOC",10,NA,"CD8 positieve cellen punctaat",NA,NA,NA,NA,NA
"63326V.A","MEDIDOC",10,NA,"Therapeutische bloedafname",NA,NA,NA,NA,NA
"63328E.B","MEDIDOC",10,NA,"Anti-HLA-DR,-DQ (ELISA)",NA,NA,NA,NA,NA
"63329G.B","MEDIDOC",10,NA,"CD79A (IC)",NA,NA,NA,NA,NA
"63331A.B","MEDIDOC",10,NA,"Grippotyph.gr.Duyster",NA,NA,NA,NA,NA
"63333J.B","MEDIDOC",10,NA,"Pomona proechimys",NA,NA,NA,NA,NA
"63344E.B","MEDIDOC",10,NA,"Fibrotest",NA,NA,NA,NA,NA
"63346C.B","MEDIDOC",10,NA,"Bloedplaatjes (heparinebloed)",NA,NA,NA,NA,NA
"683","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"691.0","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"707.9","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"715.35","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"726.31","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"733.00","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"7702962","CNK",10,NA,"Gasvormige Medicinale Zuurstof Air Products 100 % v/v medicin. gas (samengep.) gascilinder (klass. kraan) gascilinder (geïntegr. red. vent.)",NA,"V03AN01",NA,"ATC(Non-Standard)",NA
"7703127","CNK",10,NA,"Flutiform 125 µg - 5 µg dosisaerosol susp. spuitbus",NA,"R03AK11",NA,"ATC(Non-Standard)",NA
"8040693","CNK",10,NA,NA,NA,NA,NA,NA,NA
"8043945","CNK",10,NA,NA,NA,NA,NA,NA,NA
"8055311","CNK",10,NA,NA,NA,NA,NA,NA,NA
"8056905","CNK",10,NA,NA,NA,NA,NA,NA,NA
"8065179","CNK",10,NA,NA,NA,NA,NA,NA,NA
"807.00","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"A26.7","ICD10",10,"ICD10 code","Erysipelothrix sepsis","valid","447684006","Sepsis caused by Erysipelothrix","SNOMED","cdm_v5_20240830"
"A379","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"A77.1","ICD10",10,"ICD10 code","Spotted fever due to Rickettsia conorii","valid","186774005","Boutonneuse fever","SNOMED","cdm_v5_20240830"
"B00","ICD10",10,"ICD10 Hierarchy","Herpesviral [herpes simplex] infections","valid","88594005","Herpes simplex","SNOMED","cdm_v5_20240830"
"B00.8[G63.0]","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"B05.2[J17.1]","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"B30.2","ICD10",10,"ICD10 code","Viral pharyngoconjunctivitis","valid","186675001","Viral pharyngoconjunctivitis","SNOMED","cdm_v5_20240830"
"B37.1[J17.2]","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"B50.8","ICD10",10,"ICD10 code","Other severe and complicated Plasmodium falciparum malaria","valid","62676009","Falciparum malaria","SNOMED","cdm_v5_20240830"
"B51.9","ICD10",10,"ICD10 code","Plasmodium vivax malaria without complication","valid","27052006","Vivax malaria","SNOMED","cdm_v5_20240830"
"B52.9","ICD10",10,"ICD10 code","Plasmodium malariae malaria without complication","valid","27618009","Quartan malaria","SNOMED","cdm_v5_20240830"
"B97.6","ICD10",10,"ICD10 code","Parvovirus as the cause of diseases classified to other chapters","valid","83223005","Disease caused by Parvoviridae","SNOMED","cdm_v5_20240830"
"C25.3","ICD10",10,"ICD10 code","Malignant neoplasm: Pancreatic duct","valid","93939009","Primary malignant neoplasm of pancreatic duct","SNOMED","cdm_v5_20240830"
"C32.8","ICD10",10,"ICD10 code","Malignant neoplasm: Overlapping lesion of larynx","valid","109369002","Overlapping malignant neoplasm of larynx","SNOMED","cdm_v5_20240830"
"C44.0","ICD10",10,"ICD10 code","Malignant neoplasm: Skin of lip","valid","94032008","Primary malignant neoplasm of skin of lip","SNOMED","cdm_v5_20240830"
"C48","ICD10",10,"ICD10 Hierarchy","Malignant neoplasm of retroperitoneum and peritoneum","valid","93923002","Primary malignant neoplasm of nervous system","SNOMED","cdm_v5_20240830"
"C629","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"C71.8","ICD10",10,"ICD10 code","Malignant neoplasm: Overlapping lesion of brain","valid","109912006","Overlapping malignant neoplasm of brain","SNOMED","cdm_v5_20240830"
"C82.7","ICD10",10,"ICD10 code","Other types of follicular lymphoma","valid","308121000","Follicular non-Hodgkin's lymphoma","SNOMED","cdm_v5_20240830"
"D06.1","ICD10",10,"ICD10 code","Carcinoma in situ: Exocervix","valid","92588008","Carcinoma in situ of exocervix","SNOMED","cdm_v5_20240830"
"D069","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"D22._","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"D22.2","ICD10",10,"ICD10 code","Melanocytic naevi of ear and external auricular canal","valid","109277000","Melanocytic nevus of ear","SNOMED","cdm_v5_20240830"
"D472","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"D48.8","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"D569","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"D64.3","ICD10",10,"ICD10 code","Other sideroblastic anaemias","valid","41841004","Sideroblastic anemia","SNOMED","cdm_v5_20240830"
"D693","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"D860","ICD10",10,NA,NA,NA,NA,NA,NA,NA
"E10.7","ICD10",10,"ICD10 code","Type 1 diabetes mellitus, With multiple complications","valid","420868002","Disorder due to type 1 diabetes mellitus","SNOMED","cdm_v5_20240830"
"E20.1","ICD10",10,"ICD10 code","Pseudohypoparathyroidism","valid","58976002","Pseudohypoparathyroidism","SNOMED","cdm_v5_20240830"
"E25.9","ICD10",10,"ICD10 code","Adrenogenital disorder, unspecified","valid","267395000","Adrenogenital disorder","SNOMED","cdm_v5_20240830"
"E42","ICD10",10,"ICD10 Hierarchy","Marasmic kwashiorkor","valid","238109004","Marasmic kwashiorkor","SNOMED","cdm_v5_20240830"
